title,studio,domestic_gross,foreign_gross,year,worldwide_gross
The Nutcracker and the Four Realms,BV,54900000.0,119100000.0,2018,174000000.0
The Mule,WB,103800000.0,68700000.0,2018,172500000.0
Insidious: The Last Key,Uni.,67700000.0,100100000.0,2018,167800000.0
The Predator (2018),Fox,51000000.0,109500000.0,2018,160500000.0
Johnny English Strikes Again,Uni.,4400000.0,154500000.0,2018,158900000.0
Red Sparrow,Fox,46900000.0,104700000.0,2018,151600000.0
The First Purge,Uni.,69500000.0,67500000.0,2018,137000000.0
A Wrinkle in Time,BV,100500000.0,32200000.0,2018,132700000.0
The House With A Clock In Its Walls,Uni.,68500000.0,62900000.0,2018,131400000.0
Instant Family,Par.,67400000.0,53200000.0,2018,120600000.0
The Commuter,LGF,36300000.0,83600000.0,2018,119900000.0
Game Night,WB (NL),69200000.0,48500000.0,2018,117700000.0
The Monkey King 3,WGUSA,187000.0,114900000.0,2018,115087000.0
First Man,Uni.,44900000.0,60800000.0,2018,105700000.0
Night School (2018),Uni.,77300000.0,25800000.0,2018,103100000.0
Alpha,Studio 8,35900000.0,62300000.0,2018,98200000.0
A Simple Favor,LGF,53500000.0,44100000.0,2018,97600000.0
The Favourite,FoxS,34400000.0,61600000.0,2018,96000000.0
Truth or Dare,Uni.,41400000.0,53900000.0,2018,95300000.0
I Feel Pretty,STX,48800000.0,45700000.0,2018,94500000.0
Blockers,Uni.,60300000.0,33700000.0,2018,94000000.0
Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000.0,2018,93300000.0
BlacKkKlansman,Focus,49300000.0,44000000.0,2018,93300000.0
Overboard (2018),PNT,50300000.0,40900000.0,2018,91200000.0
Sherlock Gnomes,Par.,43200000.0,47100000.0,2018,90300000.0
Robin Hood (2018),LG/S,30800000.0,54000000.0,2018,84800000.0
Mortal Engines,Uni.,16000000.0,67700000.0,2018,83700000.0
How Long Will I Love U,WGUSA,747000.0,82100000.0,2018,82847000.0
Den of Thieves,STX,44900000.0,35600000.0,2018,80500000.0
Hereditary,A24,44100000.0,35300000.0,2018,79400000.0
Tag,WB (NL),54700000.0,23400000.0,2018,78100000.0
Vice,Annapurna,47800000.0,28200000.0,2018,76000000.0
Widows,Fox,42400000.0,33600000.0,2018,76000000.0
Sicario: Day of the Soldado,Sony,50100000.0,25800000.0,2018,75900000.0
Searching,SGem,26000000.0,49400000.0,2018,75400000.0
The Spy Who Dumped Me,LGF,33600000.0,41800000.0,2018,75400000.0
Second Act,STX,39300000.0,33000000.0,2018,72300000.0
Sanju,FIP,7900000.0,63600000.0,2018,71500000.0
12 Strong,WB,45800000.0,21600000.0,2018,67400000.0
"Love, Simon",Fox,40800000.0,25500000.0,2018,66300000.0
Mile 22,STX,36100000.0,30200000.0,2018,66300000.0
Life of the Party,WB (NL),53100000.0,12800000.0,2018,65900000.0
Isle Of Dogs,FoxS,32000000.0,32200000.0,2018,64200000.0
Adrift,STX,31400000.0,28500000.0,2018,59900000.0
The 15:17 to Paris,WB,36300000.0,20800000.0,2018,57100000.0
Early Man,LGF,8300000.0,46400000.0,2018,54700000.0
Peppermint,STX,35400000.0,18400000.0,2018,53800000.0
Teen Titans Go! To The Movies,WB,29800000.0,22300000.0,2018,52100000.0
Slender Man,SGem,30600000.0,21200000.0,2018,51800000.0
Breaking In (2018),Uni.,46800000.0,4600000.0,2018,51400000.0
Once Upon a Deadpool,Fox,6100000.0,44400000.0,2018,50500000.0
The Son of Bigfoot,VPD,289000.0,46800000.0,2018,47089000.0
Uncle Drew,LG/S,42500000.0,4200000.0,2018,46700000.0
Tyler Perry's Acrimony,LGF,43500000.0,2900000.0,2018,46400000.0
Mary Queen of Scots,Focus,16500000.0,29900000.0,2018,46400000.0
The Possession of Hannah Grace,SGem,14800000.0,28200000.0,2018,43000000.0
Overlord,Par.,21700000.0,20000000.0,2018,41700000.0
The Darkest Minds,Fox,12700000.0,28400000.0,2018,41100000.0
Holmes and Watson,Sony,30600000.0,9900000.0,2018,40500000.0
Show Dogs,Global Road,17900000.0,21300000.0,2018,39200000.0
On the Basis of Sex,Focus,24600000.0,13600000.0,2018,38200000.0
Namiya,CL,70800.0,35300000.0,2018,35370800.0
The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000.0,20300000.0,2018,35100000.0
The Hate U Give,Fox,29700000.0,5200000.0,2018,34900000.0
Nobody's Fool,Par.,31700000.0,1800000.0,2018,33500000.0
Bad Times At The El Royale,Fox,17800000.0,14000000.0,2018,31800000.0
Baaghi 2,FIP,1300000.0,29900000.0,2018,31200000.0
The Happytime Murders,STX,20700000.0,6800000.0,2018,27500000.0
Midnight Sun,Global Road,9600000.0,17800000.0,2018,27400000.0
Pad Man,Sony,1700000.0,25600000.0,2018,27300000.0
Monster Family,VPD,127000.0,26300000.0,2018,26427000.0
White Boy Rick,Studio 8,24000000.0,1900000.0,2018,25900000.0
The Death of Stalin,IFC,8000000.0,16600000.0,2018,24600000.0
"Paul, Apostle of Christ",Affirm,17600000.0,5500000.0,2018,23100000.0
Padmaavat,VPD,11800000.0,11100000.0,2018,22900000.0
Proud Mary,SGem,20900000.0,876000.0,2018,21776000.0
Superfly,Sony,20500000.0,236000.0,2018,20736000.0
If Beale Street Could Talk,Annapurna,14900000.0,5700000.0,2018,20600000.0
Burn the Stage: The Movie,Trafalgar,4200000.0,16100000.0,2018,20300000.0
Detective K: Secret of the Living Dead,WGUSA,104000.0,18500000.0,2018,18604000.0
The Wife,SPC,9600000.0,8600000.0,2018,18200000.0
Hell Fest,LGF,11100000.0,7100000.0,2018,18200000.0
Chappaquiddick,ENTMP,17400000.0,591000.0,2018,17991000.0
The Children Act,A24,548000.0,17000000.0,2018,17548000.0
Beautiful Boy (2018),Amazon,7600000.0,8700000.0,2018,16300000.0
Tully (2018),Focus,9400000.0,6300000.0,2018,15700000.0
Unfriended: Dark Web,BH Tilt,8900000.0,6300000.0,2018,15200000.0
Upgrade,BH Tilt,12000000.0,2400000.0,2018,14400000.0
Unsane,BST,7700000.0,6600000.0,2018,14300000.0
The Sisters Brothers,Annapurna,3100000.0,10000000.0,2018,13100000.0
Welcome to Marwen,Uni.,10800000.0,2100000.0,2018,12900000.0
Hotel Artemis,Global Road,6700000.0,6000000.0,2018,12700000.0
Marrowbone,Magn.,1400.0,12300000.0,2018,12301400.0
102 Not Out,Sony,1300000.0,10900000.0,2018,12200000.0
Boy Erased,Focus,6800000.0,5000000.0,2018,11800000.0
Back to Burgundy,MBox,258000.0,11400000.0,2018,11658000.0
The Bookshop,Greenwich,1600000.0,9900000.0,2018,11500000.0
Gringo,STX,5000000.0,6000000.0,2018,11000000.0
Golden Slumber,CJ,94500.0,10600000.0,2018,10694500.0
Kin,LGF,5700000.0,4300000.0,2018,10000000.0
The Big Bad Fox and Other Tales,GK,35800.0,9600000.0,2018,9635800.0
Traffik,LGF,9200000.0,336000.0,2018,9536000.0
7 Days in Entebbe,Focus,3300000.0,5400000.0,2018,8700000.0
Pope Francis - A Man of His Word,Focus,2000000.0,6600000.0,2018,8600000.0
Condorito: La Pelicula,LGF,448000.0,8000000.0,2018,8448000.0
Suspiria,Amazon,2500000.0,5400000.0,2018,7900000.0
Disobedience,BST,3500000.0,4400000.0,2018,7900000.0
Qué León (What A Lion),Spanglish,2600000.0,5200000.0,2018,7800000.0
Life Itself (2018),Amazon,4099999.0,3700000.0,2018,7799999.0
Beirut,BST,5000000.0,2500000.0,2018,7500000.0
Return of the Hero,Distrib.,37100.0,7300000.0,2018,7337100.0
Soorma,Sony,390000.0,6200000.0,2018,6590000.0
Destroyer,Annapurna,1500000.0,4000000.0,2018,5500000.0
Madame,Blue Fox,91000.0,5300000.0,2018,5391000.0
Blindspotting,LG/S,4300000.0,530000.0,2018,4830000.0
Papillon (2018),BST,2300000.0,2200000.0,2018,4500000.0
The Mercy,Scre.,29500.0,4200000.0,2018,4229500.0
Hichki,Yash,330000.0,3900000.0,2018,4230000.0
Don't Worry He Won't Get Far on Foot,Amazon,1400000.0,2500000.0,2018,3900000.0
A Private War,Aviron,1600000.0,2200000.0,2018,3800000.0
Gauguin: Voyage to Tahiti,Cohen,200000.0,3100000.0,2018,3300000.0
The Front Runner,Sony,2000000.0,1200000.0,2018,3200000.0
Wildlife,IFC,1100000.0,2000000.0,2018,3100000.0
Billionaire Boy's Club,VE,1300.0,2500000.0,2018,2501300.0
Bilal: A New Breed of Hero,VE,491000.0,1700000.0,2018,2191000.0
I Still See You,LGF,1400.0,1500000.0,2018,1501400.0
The Catcher Was a Spy,IFC,725000.0,229000.0,2018,954000.0
Time Freak,Grindstone,10000.0,256000.0,2018,266000.0
Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200.0,5200.0,2018,98400.0
Antonio Lopez 1970: Sex Fashion & Disco,FM,43200.0,30000.0,2018,73200.0
